Economy,Economy Code,ISO Code,Region,Income Group,Report Year,WBL INDEX,MOBILITY,Can a woman choose where to live in the same way as a man?,Can a woman travel outside her home in the same way as a man?,Can a woman apply for a passport in the same way as a man?,Can a woman travel outside the country in the same way as a man?,WORKPLACE,Can a woman get a job in the same way as a man?,Does the law prohibit discrimination in employment based on gender?,Is there legislation on sexual harassment in employment?,Are there criminal penalties or civil remedies for sexual harassment in employment?,PAY,Does the law mandate equal remuneration for work of equal value?,Can a woman work at night in the same way as a man?,Can a woman work in a job deemed dangerous in the same way as a man?,Can a woman work in an industrial job in the same way as a man?,MARRIAGE,Is there no legal provision that requires a married woman to obey her husband?,Can a woman be head of household in the same way as a man?,Is there legislation specifically addressing domestic violence?,Can a woman obtain a judgment of divorce in the same way as a man?,Does a woman have the same rights to remarry as a man?,PARENTHOOD,Is paid leave of at least 14 weeks available to mothers?,Length of paid maternity leave,Does the government administer 100% of maternity leave benefits?,Is there paid leave available to fathers?,Length of paid paternity leave,Is there paid parental leave?,Shared days,Days for the mother,Days for the father,Is dismissal of pregnant workers prohibited?,ENTREPRENEURSHIP,Does the law prohibit discrimination in access to credit based on gender?,Can a woman sign a contract in the same way as a man?,Can a woman register a business in the same way as a man?,Can a woman open a bank account in the same way as a man?,ASSETS,Do men and women have equal ownership rights to immovable property?,Do sons and daughters have equal rights to inherit assets from their parents?,Do male and female surviving spouses have equal rights to inherit assets?,Does the law grant spouses equal administrative authority over assets during marriage?,Does the law provide for the valuation of nonmonetary contributions?,PENSION,Is the age at which men and women can retire with full pension benefits the same?,Is the age at which men and women can retire with partial pension benefits the same?,Is the mandatory retirement age for men and women the same?,Are periods of absence due to childcare accounted for in pension benefits?
Argentina,ARG,ARG,Latin America & Caribbean,Upper middle income,1980,38.8,75,No,Yes,Yes,Yes,25,No,Yes,No,No,25,Yes,No,No,No,40,Yes,Yes,No,No,No,60,No,90,Yes,Yes,2,No,0,0,0,Yes,0,No,No,No,No,60,No,Yes,Yes,No,Yes,25,No,Yes,No,No
Argentina,ARG,ARG,Latin America & Caribbean,Upper middle income,1981,38.8,75,No,Yes,Yes,Yes,25,No,Yes,No,No,25,Yes,No,No,No,40,Yes,Yes,No,No,No,60,No,90,Yes,Yes,2,No,0,0,0,Yes,0,No,No,No,No,60,No,Yes,Yes,No,Yes,25,No,Yes,No,No
Argentina,ARG,ARG,Latin America & Caribbean,Upper middle income,1982,38.8,75,No,Yes,Yes,Yes,25,No,Yes,No,No,25,Yes,No,No,No,40,Yes,Yes,No,No,No,60,No,90,Yes,Yes,2,No,0,0,0,Yes,0,No,No,No,No,60,No,Yes,Yes,No,Yes,25,No,Yes,No,No
Argentina,ARG,ARG,Latin America & Caribbean,Upper middle income,1983,38.8,75,No,Yes,Yes,Yes,25,No,Yes,No,No,25,Yes,No,No,No,40,Yes,Yes,No,No,No,60,No,90,Yes,Yes,2,No,0,0,0,Yes,0,No,No,No,No,60,No,Yes,Yes,No,Yes,25,No,Yes,No,No
Argentina,ARG,ARG,Latin America & Caribbean,Upper middle income,1984,38.8,75,No,Yes,Yes,Yes,25,No,Yes,No,No,25,Yes,No,No,No,40,Yes,Yes,No,No,No,60,No,90,Yes,Yes,2,No,0,0,0,Yes,0,No,No,No,No,60,No,Yes,Yes,No,Yes,25,No,Yes,No,No
Argentina,ARG,ARG,Latin America & Caribbean,Upper middle income,1985,38.8,75,No,Yes,Yes,Yes,25,No,Yes,No,No,25,Yes,No,No,No,40,Yes,Yes,No,No,No,60,No,90,Yes,Yes,2,No,0,0,0,Yes,0,No,No,No,No,60,No,Yes,Yes,No,Yes,25,No,Yes,No,No
Argentina,ARG,ARG,Latin America & Caribbean,Upper middle income,1986,38.8,75,No,Yes,Yes,Yes,25,No,Yes,No,No,25,Yes,No,No,No,40,Yes,Yes,No,No,No,60,No,90,Yes,Yes,2,No,0,0,0,Yes,0,No,No,No,No,60,No,Yes,Yes,No,Yes,25,No,Yes,No,No
Argentina,ARG,ARG,Latin America & Caribbean,Upper middle income,1987,38.8,75,No,Yes,Yes,Yes,25,No,Yes,No,No,25,Yes,No,No,No,40,Yes,Yes,No,No,No,60,No,90,Yes,Yes,2,No,0,0,0,Yes,0,No,No,No,No,60,No,Yes,Yes,No,Yes,25,No,Yes,No,No
Argentina,ARG,ARG,Latin America & Caribbean,Upper middle income,1988,38.8,75,No,Yes,Yes,Yes,25,No,Yes,No,No,25,Yes,No,No,No,40,Yes,Yes,No,No,No,60,No,90,Yes,Yes,2,No,0,0,0,Yes,0,No,No,No,No,60,No,Yes,Yes,No,Yes,25,No,Yes,No,No
Argentina,ARG,ARG,Latin America & Caribbean,Upper middle income,1989,59.4,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,25,Yes,No,No,No,80,Yes,Yes,No,Yes,Yes,60,No,90,Yes,Yes,2,No,0,0,0,Yes,75,No,Yes,Yes,Yes,60,No,Yes,Yes,No,Yes,25,No,Yes,No,No
Argentina,ARG,ARG,Latin America & Caribbean,Upper middle income,1990,59.4,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,25,Yes,No,No,No,80,Yes,Yes,No,Yes,Yes,60,No,90,Yes,Yes,2,No,0,0,0,Yes,75,No,Yes,Yes,Yes,60,No,Yes,Yes,No,Yes,25,No,Yes,No,No
Argentina,ARG,ARG,Latin America & Caribbean,Upper middle income,1991,59.4,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,25,Yes,No,No,No,80,Yes,Yes,No,Yes,Yes,60,No,90,Yes,Yes,2,No,0,0,0,Yes,75,No,Yes,Yes,Yes,60,No,Yes,Yes,No,Yes,25,No,Yes,No,No
Argentina,ARG,ARG,Latin America & Caribbean,Upper middle income,1992,59.4,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,25,Yes,No,No,No,80,Yes,Yes,No,Yes,Yes,60,No,90,Yes,Yes,2,No,0,0,0,Yes,75,No,Yes,Yes,Yes,60,No,Yes,Yes,No,Yes,25,No,Yes,No,No
Argentina,ARG,ARG,Latin America & Caribbean,Upper middle income,1993,62.5,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,Yes,Yes,No,No,80,Yes,Yes,No,Yes,Yes,60,No,90,Yes,Yes,2,No,0,0,0,Yes,75,No,Yes,Yes,Yes,60,No,Yes,Yes,No,Yes,25,No,Yes,No,No
Argentina,ARG,ARG,Latin America & Caribbean,Upper middle income,1994,62.5,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,Yes,Yes,No,No,80,Yes,Yes,No,Yes,Yes,60,No,90,Yes,Yes,2,No,0,0,0,Yes,75,No,Yes,Yes,Yes,60,No,Yes,Yes,No,Yes,25,No,Yes,No,No
Argentina,ARG,ARG,Latin America & Caribbean,Upper middle income,1995,62.5,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,Yes,Yes,No,No,80,Yes,Yes,No,Yes,Yes,60,No,90,Yes,Yes,2,No,0,0,0,Yes,75,No,Yes,Yes,Yes,60,No,Yes,Yes,No,Yes,25,No,Yes,No,No
Argentina,ARG,ARG,Latin America & Caribbean,Upper middle income,1996,65.0,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,60,No,90,Yes,Yes,2,No,0,0,0,Yes,75,No,Yes,Yes,Yes,60,No,Yes,Yes,No,Yes,25,No,Yes,No,No
Argentina,ARG,ARG,Latin America & Caribbean,Upper middle income,1997,65.0,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,60,No,90,Yes,Yes,2,No,0,0,0,Yes,75,No,Yes,Yes,Yes,60,No,Yes,Yes,No,Yes,25,No,Yes,No,No
Argentina,ARG,ARG,Latin America & Caribbean,Upper middle income,1998,65.0,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,60,No,90,Yes,Yes,2,No,0,0,0,Yes,75,No,Yes,Yes,Yes,60,No,Yes,Yes,No,Yes,25,No,Yes,No,No
Argentina,ARG,ARG,Latin America & Caribbean,Upper middle income,1999,65.0,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,60,No,90,Yes,Yes,2,No,0,0,0,Yes,75,No,Yes,Yes,Yes,60,No,Yes,Yes,No,Yes,25,No,Yes,No,No
Argentina,ARG,ARG,Latin America & Caribbean,Upper middle income,2000,65.0,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,60,No,90,Yes,Yes,2,No,0,0,0,Yes,75,No,Yes,Yes,Yes,60,No,Yes,Yes,No,Yes,25,No,Yes,No,No
Argentina,ARG,ARG,Latin America & Caribbean,Upper middle income,2001,65.0,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,60,No,90,Yes,Yes,2,No,0,0,0,Yes,75,No,Yes,Yes,Yes,60,No,Yes,Yes,No,Yes,25,No,Yes,No,No
Argentina,ARG,ARG,Latin America & Caribbean,Upper middle income,2002,65.0,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,60,No,90,Yes,Yes,2,No,0,0,0,Yes,75,No,Yes,Yes,Yes,60,No,Yes,Yes,No,Yes,25,No,Yes,No,No
Argentina,ARG,ARG,Latin America & Caribbean,Upper middle income,2003,65.0,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,60,No,90,Yes,Yes,2,No,0,0,0,Yes,75,No,Yes,Yes,Yes,60,No,Yes,Yes,No,Yes,25,No,Yes,No,No
Argentina,ARG,ARG,Latin America & Caribbean,Upper middle income,2004,65.0,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,60,No,90,Yes,Yes,2,No,0,0,0,Yes,75,No,Yes,Yes,Yes,60,No,Yes,Yes,No,Yes,25,No,Yes,No,No
Argentina,ARG,ARG,Latin America & Caribbean,Upper middle income,2005,70.0,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,60,No,90,Yes,Yes,2,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,Yes,No,No
Argentina,ARG,ARG,Latin America & Caribbean,Upper middle income,2006,70.0,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,60,No,90,Yes,Yes,2,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,Yes,No,No
Argentina,ARG,ARG,Latin America & Caribbean,Upper middle income,2007,70.0,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,60,No,90,Yes,Yes,2,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,Yes,No,No
Argentina,ARG,ARG,Latin America & Caribbean,Upper middle income,2008,70.0,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,60,No,90,Yes,Yes,2,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,Yes,No,No
Argentina,ARG,ARG,Latin America & Caribbean,Upper middle income,2009,70.0,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,60,No,90,Yes,Yes,2,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,Yes,No,No
Argentina,ARG,ARG,Latin America & Caribbean,Upper middle income,2010,73.1,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,60,No,90,Yes,Yes,2,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,Yes,No,No
Argentina,ARG,ARG,Latin America & Caribbean,Upper middle income,2011,73.1,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,60,No,90,Yes,Yes,2,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,Yes,No,No
Argentina,ARG,ARG,Latin America & Caribbean,Upper middle income,2012,73.1,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,60,No,90,Yes,Yes,2,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,Yes,No,No
Argentina,ARG,ARG,Latin America & Caribbean,Upper middle income,2013,73.1,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,60,No,90,Yes,Yes,2,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,Yes,No,No
Argentina,ARG,ARG,Latin America & Caribbean,Upper middle income,2014,73.1,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,60,No,90,Yes,Yes,2,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,Yes,No,No
Argentina,ARG,ARG,Latin America & Caribbean,Upper middle income,2015,73.1,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,60,No,90,Yes,Yes,2,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,Yes,No,No
Argentina,ARG,ARG,Latin America & Caribbean,Upper middle income,2016,73.1,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,60,No,90,Yes,Yes,2,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,Yes,No,No
Argentina,ARG,ARG,Latin America & Caribbean,Upper middle income,2017,73.1,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,60,No,90,Yes,Yes,2,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,Yes,No,No
Argentina,ARG,ARG,Latin America & Caribbean,Upper middle income,2018,73.1,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,60,No,90,Yes,Yes,2,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,Yes,No,No
Argentina,ARG,ARG,Latin America & Caribbean,Upper middle income,2019,76.3,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,60,No,90,Yes,Yes,2,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,Yes,No
Argentina,ARG,ARG,Latin America & Caribbean,Upper middle income,2020,76.3,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,60,No,90,Yes,Yes,2,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,Yes,No
Argentina,ARG,ARG,Latin America & Caribbean,Upper middle income,2021,76.3,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,60,No,90,Yes,Yes,2,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,Yes,No
Argentina,ARG,ARG,Latin America & Caribbean,Upper middle income,2022,79.4,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,60,No,90,Yes,Yes,2,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes
Armenia,ARM,ARM,Europe & Central Asia,Upper middle income,1971,53.1,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,20,No,0,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
Armenia,ARM,ARM,Europe & Central Asia,Upper middle income,1972,50.0,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,20,No,0,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,0,No,No,No,No
Armenia,ARM,ARM,Europe & Central Asia,Upper middle income,1973,52.5,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,40,No,0,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,0,No,No,No,No
Armenia,ARM,ARM,Europe & Central Asia,Upper middle income,1974,55.6,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,40,Yes,112,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,0,No,No,No,No
Armenia,ARM,ARM,Europe & Central Asia,Upper middle income,1975,55.6,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,40,Yes,112,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,0,No,No,No,No
Armenia,ARM,ARM,Europe & Central Asia,Upper middle income,1976,55.6,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,40,Yes,112,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,0,No,No,No,No
Armenia,ARM,ARM,Europe & Central Asia,Upper middle income,1977,55.6,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,40,Yes,112,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,0,No,No,No,No
Armenia,ARM,ARM,Europe & Central Asia,Upper middle income,1978,55.6,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,40,Yes,112,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,0,No,No,No,No
Armenia,ARM,ARM,Europe & Central Asia,Upper middle income,1979,55.6,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,40,Yes,112,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,0,No,No,No,No
Armenia,ARM,ARM,Europe & Central Asia,Upper middle income,1980,55.6,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,40,Yes,112,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,0,No,No,No,No
Armenia,ARM,ARM,Europe & Central Asia,Upper middle income,1981,55.6,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,40,Yes,112,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,0,No,No,No,No
Armenia,ARM,ARM,Europe & Central Asia,Upper middle income,1982,55.6,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,40,Yes,112,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,0,No,No,No,No
Armenia,ARM,ARM,Europe & Central Asia,Upper middle income,1983,55.6,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,40,Yes,112,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,0,No,No,No,No
Armenia,ARM,ARM,Europe & Central Asia,Upper middle income,1984,55.6,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,40,Yes,112,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,0,No,No,No,No
Armenia,ARM,ARM,Europe & Central Asia,Upper middle income,1985,55.6,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,40,Yes,112,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,0,No,No,No,No
Armenia,ARM,ARM,Europe & Central Asia,Upper middle income,1986,55.6,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,40,Yes,112,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,0,No,No,No,No
Armenia,ARM,ARM,Europe & Central Asia,Upper middle income,1987,55.6,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,40,Yes,112,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,0,No,No,No,No
Armenia,ARM,ARM,Europe & Central Asia,Upper middle income,1988,55.6,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,40,Yes,112,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,0,No,No,No,No
Armenia,ARM,ARM,Europe & Central Asia,Upper middle income,1989,55.6,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,40,Yes,112,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,0,No,No,No,No
Armenia,ARM,ARM,Europe & Central Asia,Upper middle income,1990,55.6,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,40,Yes,112,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,0,No,No,No,No
Armenia,ARM,ARM,Europe & Central Asia,Upper middle income,1991,55.6,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,40,Yes,112,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,0,No,No,No,No
Armenia,ARM,ARM,Europe & Central Asia,Upper middle income,1992,55.6,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,40,Yes,112,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,0,No,No,No,No
Armenia,ARM,ARM,Europe & Central Asia,Upper middle income,1993,55.6,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,40,Yes,112,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,0,No,No,No,No
Armenia,ARM,ARM,Europe & Central Asia,Upper middle income,1994,55.6,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,40,Yes,112,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,0,No,No,No,No
Armenia,ARM,ARM,Europe & Central Asia,Upper middle income,1995,55.6,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,40,Yes,112,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,0,No,No,No,No
Armenia,ARM,ARM,Europe & Central Asia,Upper middle income,1996,55.6,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,40,Yes,112,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,0,No,No,No,No
Armenia,ARM,ARM,Europe & Central Asia,Upper middle income,1997,58.8,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,40,Yes,112,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,Yes,No,No
Armenia,ARM,ARM,Europe & Central Asia,Upper middle income,1998,58.8,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,40,Yes,112,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,Yes,No,No
Armenia,ARM,ARM,Europe & Central Asia,Upper middle income,1999,58.8,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,40,Yes,112,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,Yes,No,No
Armenia,ARM,ARM,Europe & Central Asia,Upper middle income,2000,58.8,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,40,Yes,112,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,Yes,No,No
Armenia,ARM,ARM,Europe & Central Asia,Upper middle income,2001,58.8,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,40,Yes,112,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,Yes,No,No
