Base Dataset,SERIES Code,SERIES Description,REF_AREA Code,REF_AREA Description,TIME_PERIOD,TIME_DETAIL,OBS_VALUE,UNIT_MEASURE Code,UNIT_MEASURE Description,Sex code,Sex,Nature code,Reporting Type code,Reporting Type,Type of Occupation code,Type of Occupation,SOURCE_DETAIL,COMMENT_OBS
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","858","Uruguay","2004","2004","45.1","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","LFS - Continous Household Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Geographical coverage: Urban areas only ,  Local currency: URY - Uruguayan peso(UYU)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","858","Uruguay","2005","2005","43.9","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","LFS - Continous Household Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Geographical coverage: Urban areas only ,  Local currency: URY - Uruguayan peso(UYU)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","858","Uruguay","2005","2005","47","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","LFS - Continous Household Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Geographical coverage: Urban areas only ,  Local currency: URY - Uruguayan peso(UYU)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","858","Uruguay","2005","2005","49.4","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","LFS - Continous Household Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Geographical coverage: Urban areas only ,  Local currency: URY - Uruguayan peso(UYU)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","858","Uruguay","2006","2006","56","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","LFS - Continous Household Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: URY - Uruguayan peso(UYU)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","858","Uruguay","2006","2006","52","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","LFS - Continous Household Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: URY - Uruguayan peso(UYU)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","858","Uruguay","2006","2006","58.9","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","LFS - Continous Household Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: URY - Uruguayan peso(UYU)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","858","Uruguay","2007","2007","64.4","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","LFS - Continous Household Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: URY - Uruguayan peso(UYU)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","858","Uruguay","2007","2007","61.4","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","LFS - Continous Household Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: URY - Uruguayan peso(UYU)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","858","Uruguay","2007","2007","57.3","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","LFS - Continous Household Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: URY - Uruguayan peso(UYU)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","858","Uruguay","2008","2008","62.5","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","LFS - Continous Household Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: URY - Uruguayan peso(UYU)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","858","Uruguay","2008","2008","74","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","LFS - Continous Household Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: URY - Uruguayan peso(UYU)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","858","Uruguay","2008","2008","68.9","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","LFS - Continous Household Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: URY - Uruguayan peso(UYU)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","858","Uruguay","2009","2009","73.3","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","LFS - Continous Household Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: URY - Uruguayan peso(UYU)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","858","Uruguay","2009","2009","86.7","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","LFS - Continous Household Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: URY - Uruguayan peso(UYU)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","858","Uruguay","2009","2009","80.8","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","LFS - Continous Household Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: URY - Uruguayan peso(UYU)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","858","Uruguay","2010","2010","91.2","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","LFS - Continous Household Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: URY - Uruguayan peso(UYU)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","858","Uruguay","2010","2010","86","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","LFS - Continous Household Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: URY - Uruguayan peso(UYU)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","858","Uruguay","2010","2010","79.4","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","LFS - Continous Household Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: URY - Uruguayan peso(UYU)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","858","Uruguay","2011","2011","99.7","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","LFS - Continous Household Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: URY - Uruguayan peso(UYU)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","858","Uruguay","2011","2011","97.7","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","LFS - Continous Household Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: URY - Uruguayan peso(UYU)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","858","Uruguay","2011","2011","101.4","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","LFS - Continous Household Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: URY - Uruguayan peso(UYU)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","858","Uruguay","2012","2012","110.2","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","LFS - Continous Household Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: URY - Uruguayan peso(UYU)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","858","Uruguay","2012","2012","108.1","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","LFS - Continous Household Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: URY - Uruguayan peso(UYU)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","858","Uruguay","2012","2012","112.1","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","LFS - Continous Household Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: URY - Uruguayan peso(UYU)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","858","Uruguay","2013","2013","123.6","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","LFS - Continous Household Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: URY - Uruguayan peso(UYU)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","858","Uruguay","2013","2013","119.5","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","LFS - Continous Household Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: URY - Uruguayan peso(UYU)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","858","Uruguay","2013","2013","127","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","LFS - Continous Household Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: URY - Uruguayan peso(UYU)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","858","Uruguay","2014","2014","136.7","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","LFS - Continous Household Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: URY - Uruguayan peso(UYU)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","858","Uruguay","2014","2014","140.6","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","LFS - Continous Household Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: URY - Uruguayan peso(UYU)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","858","Uruguay","2014","2014","144","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","LFS - Continous Household Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: URY - Uruguayan peso(UYU)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","858","Uruguay","2015","2015","155.7","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","LFS - Continous Household Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: URY - Uruguayan peso(UYU)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","858","Uruguay","2015","2015","159.4","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","LFS - Continous Household Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: URY - Uruguayan peso(UYU)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","858","Uruguay","2015","2015","151.6","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","LFS - Continous Household Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: URY - Uruguayan peso(UYU)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","858","Uruguay","2016","2016","162.5","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","LFS - Continous Household Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: URY - Uruguayan peso(UYU)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","858","Uruguay","2016","2016","162.8","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","LFS - Continous Household Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: URY - Uruguayan peso(UYU)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","858","Uruguay","2016","2016","162.1","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","LFS - Continous Household Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: URY - Uruguayan peso(UYU)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","858","Uruguay","2017","2017","190.2","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","LFS - Continous Household Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: URY - Uruguayan peso(UYU)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","858","Uruguay","2017","2017","186.3","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","LFS - Continous Household Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: URY - Uruguayan peso(UYU)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","858","Uruguay","2017","2017","193.7","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","LFS - Continous Household Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: URY - Uruguayan peso(UYU)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","858","Uruguay","2018","2018","201.8","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","LFS - Continous Household Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: URY - Uruguayan peso(UYU)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","858","Uruguay","2018","2018","200.5","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","LFS - Continous Household Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: URY - Uruguayan peso(UYU)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","858","Uruguay","2018","2018","202.9","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","LFS - Continous Household Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: URY - Uruguayan peso(UYU)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","858","Uruguay","2019","2019","222","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","LFS - Continous Household Survey","Repository: ILO-STATISTICS - Micro data processing ,  Employment definition: Excluding own-use production workers ,  Local currency: URY - Uruguayan peso(UYU) ,  Break in series: Methodology revised"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","858","Uruguay","2019","2019","225.5","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","LFS - Continous Household Survey","Repository: ILO-STATISTICS - Micro data processing ,  Employment definition: Excluding own-use production workers ,  Local currency: URY - Uruguayan peso(UYU) ,  Break in series: Methodology revised"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","858","Uruguay","2019","2019","218","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","LFS - Continous Household Survey","Repository: ILO-STATISTICS - Micro data processing ,  Employment definition: Excluding own-use production workers ,  Local currency: URY - Uruguayan peso(UYU) ,  Break in series: Methodology revised"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","862","Venezuela (Bolivarian Republic of)","2000","2000","1322","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","LFS - Household Sample Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: VEN - Bolivar(VEB)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","862","Venezuela (Bolivarian Republic of)","2000","2000","1354","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","LFS - Household Sample Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: VEN - Bolivar(VEB)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","862","Venezuela (Bolivarian Republic of)","2000","2000","1305","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","LFS - Household Sample Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: VEN - Bolivar(VEB)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","862","Venezuela (Bolivarian Republic of)","2001","2001","1576","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","LFS - Household Sample Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: VEN - Bolivar(VEB)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","862","Venezuela (Bolivarian Republic of)","2001","2001","1590","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","LFS - Household Sample Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: VEN - Bolivar(VEB)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","862","Venezuela (Bolivarian Republic of)","2001","2001","1552","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","LFS - Household Sample Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: VEN - Bolivar(VEB)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","862","Venezuela (Bolivarian Republic of)","2002","2002","1786","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","LFS - Household Sample Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: VEN - Bolivar(VEB)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","862","Venezuela (Bolivarian Republic of)","2002","2002","1773","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","LFS - Household Sample Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: VEN - Bolivar(VEB)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","862","Venezuela (Bolivarian Republic of)","2002","2002","1752","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","LFS - Household Sample Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: VEN - Bolivar(VEB)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","862","Venezuela (Bolivarian Republic of)","2003","2003","1973","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","LFS - Household Sample Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: VEN - Bolivar(VEB)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","862","Venezuela (Bolivarian Republic of)","2003","2003","1971","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","LFS - Household Sample Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: VEN - Bolivar(VEB)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","862","Venezuela (Bolivarian Republic of)","2003","2003","1967","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","LFS - Household Sample Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: VEN - Bolivar(VEB)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","862","Venezuela (Bolivarian Republic of)","2004","2004","2452","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","LFS - Household Sample Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: VEN - Bolivar(VEB)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","862","Venezuela (Bolivarian Republic of)","2004","2004","2440","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","LFS - Household Sample Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: VEN - Bolivar(VEB)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","862","Venezuela (Bolivarian Republic of)","2004","2004","2459","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","LFS - Household Sample Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: VEN - Bolivar(VEB)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","862","Venezuela (Bolivarian Republic of)","2005","2005","3257","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","LFS - Household Sample Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: VEN - Bolivar(VEB)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","862","Venezuela (Bolivarian Republic of)","2005","2005","3091","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","LFS - Household Sample Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: VEN - Bolivar(VEB)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","862","Venezuela (Bolivarian Republic of)","2005","2005","3194","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","LFS - Household Sample Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: VEN - Bolivar(VEB)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","862","Venezuela (Bolivarian Republic of)","2006","2006","4416","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","LFS - Household Sample Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: VEN - Bolivar(VEB)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","862","Venezuela (Bolivarian Republic of)","2006","2006","4310","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","LFS - Household Sample Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: VEN - Bolivar(VEB)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","862","Venezuela (Bolivarian Republic of)","2006","2006","4132","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","LFS - Household Sample Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: VEN - Bolivar(VEB)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","704","Viet Nam","2009","2009","2450.5","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","LFS - Labour force survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: VNM - Dong(VND)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","704","Viet Nam","2009","2009","2626.4","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","LFS - Labour force survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: VNM - Dong(VND)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","704","Viet Nam","2009","2009","2743.5","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","LFS - Labour force survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: VNM - Dong(VND)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","704","Viet Nam","2011","2011","15559","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","LFS - Labour force survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: VNM - Dong(VND)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","704","Viet Nam","2011","2011","16160.3","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","LFS - Labour force survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: VNM - Dong(VND)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","704","Viet Nam","2011","2011","14660.3","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","LFS - Labour force survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: VNM - Dong(VND)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","704","Viet Nam","2012","2012","18686","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","LFS - Labour force survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: VNM - Dong(VND)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","704","Viet Nam","2012","2012","19261.8","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","LFS - Labour force survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: VNM - Dong(VND)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","704","Viet Nam","2012","2012","17844.1","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","LFS - Labour force survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: VNM - Dong(VND)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","704","Viet Nam","2013","2013","20564","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","LFS - Labour force survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: VNM - Dong(VND)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","704","Viet Nam","2013","2013","19830.1","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","LFS - Labour force survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: VNM - Dong(VND)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","704","Viet Nam","2013","2013","21075.7","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","LFS - Labour force survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: VNM - Dong(VND)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","704","Viet Nam","2014","2014","22442.6","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","LFS - Labour force survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: VNM - Dong(VND)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","704","Viet Nam","2014","2014","21596.5","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","LFS - Labour force survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: VNM - Dong(VND)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","704","Viet Nam","2014","2014","23051.6","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","LFS - Labour force survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: VNM - Dong(VND)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","704","Viet Nam","2015","2015","25361.8","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","LFS - Labour force survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: VNM - Dong(VND)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","704","Viet Nam","2015","2015","24713.3","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","LFS - Labour force survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: VNM - Dong(VND)"
